,Player,final_team,Pos,G,MP,PER,TS%,3PAr,TRB%,USG%,OWS,DWS,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Steven Adams,OKC,C,0.933993399339934,0.7509755232351897,0.5470352206865805,0.6296296296296297,0.0,0.5519247985675918,0.233206106870229,0.5121765601217657,0.5916824196597353,0.27,0.0,0.0,0.6,0.52,0.22,0.34,0.88,0.39,0.56,0.09,0.43,0.33,0.3,0.31,0.32
1,Bam Adebayo,MIA,PF,0.41914191419141916,0.6055338772614403,0.5376727596968346,0.5925925925925926,0.02564102564102564,0.5975828111011638,0.3019083969465649,0.4223744292237444,0.6049149338374291,0.29,0.0,0.03,0.56,0.53,0.36,0.43,0.55,0.62,0.6,0.35,0.38,0.36,0.47,0.35,0.35
2,LaMarcus Aldridge,SAS,C,0.8547854785478548,0.8527846754168146,0.7115470352206866,0.4444444444444447,0.08974358974358974,0.4928379588182632,0.6293893129770992,0.5669710806697108,0.6427221172022685,0.74,0.06,0.1,0.9,0.94,0.43,0.43,0.55,0.46,0.48,0.15,0.19,0.39,0.28,0.2,0.63
3,Jarrett Allen,BRK,C,0.4158415841584158,0.5601277048598793,0.5769059295586269,0.7407407407407409,0.05128205128205128,0.6051924798567592,0.23091603053435117,0.471841704718417,0.5085066162570888,0.25,0.0,0.03,0.59,0.46,0.34,0.4,0.69,0.62,0.66,0.11,0.19,0.58,0.3,0.37,0.36
4,Al-Farouq Aminu,ORL,PF,0.7095709570957096,0.7094714437743881,0.2755238519839501,0.3333333333333335,0.6282051282051282,0.4565801253357207,0.20725190839694657,0.2656012176560122,0.4858223062381853,0.28,0.36,0.43,0.15,0.21,0.17,0.17,0.27,0.55,0.46,0.11,0.48,0.22,0.23,0.2,0.22
5,Justin Anderson,BRK,SF,0.429042904290429,0.164597374955658,0.2875613018279091,0.2962962962962964,0.6282051282051282,0.3393017009847807,0.34312977099236636,0.17960426179604266,0.14177693761814744,0.43,0.32,0.52,0.27,0.28,0.25,0.27,0.27,0.36,0.33,0.12,0.38,0.22,0.26,0.37,0.33
6,Kyle Anderson,MEM,PF,0.7854785478547854,0.4271018091521816,0.33259028087382975,0.4074074074074076,0.21794871794871795,0.3657117278424351,0.13854961832061066,0.2458143074581431,0.4914933837429112,0.16,0.08,0.12,0.32,0.32,0.15,0.17,0.2,0.44,0.35,0.31,0.71,0.31,0.26,0.24,0.16
7,Ryan Anderson,HOU,C,0.44554455445544555,0.6488116353316778,0.3285777975925101,0.4074074074074076,0.7564102564102564,0.3160250671441361,0.3274809160305343,0.3888888888888889,0.21928166351606806,0.48,0.56,0.63,0.21,0.26,0.24,0.22,0.35,0.28,0.3,0.06,0.1,0.11,0.16,0.18,0.41
8,Giannis Antetokounmpo,MIL,PF,0.9042904290429042,0.9166371053565093,0.9255461435577352,0.5925925925925926,0.1923076923076923,0.6025067144136079,0.7740458015267176,0.6978691019786911,0.8223062381852552,0.74,0.14,0.23,0.95,0.85,0.66,0.78,0.35,0.71,0.6,0.49,0.52,0.44,0.65,0.37,0.78
9,Carmelo Anthony,POR,PF,0.6468646864686468,0.8854203618304362,0.43869817209094963,0.2962962962962964,0.41025641025641024,0.3254252461951656,0.616412213740458,0.32572298325722987,0.3686200378071834,0.76,0.38,0.48,0.55,0.67,0.35,0.36,0.2,0.41,0.33,0.2,0.29,0.14,0.33,0.29,0.57
10,OG Anunoby,TOR,SF,0.37623762376237624,0.5267825470024831,0.22559072670530542,0.5185185185185185,0.6282051282051282,0.22247090420769913,0.16603053435114504,0.25722983257229837,0.45746691871455575,0.26,0.34,0.4,0.22,0.21,0.09,0.11,0.24,0.26,0.23,0.08,0.52,0.17,0.21,0.35,0.24
11,Ryan Arcidiacono,CHI,PG,0.22112211221122113,0.3944661227385598,0.18323673651359784,0.48148148148148134,0.7564102564102564,0.13070725156669652,0.06832061068702287,0.2861491628614916,0.15689981096408318,0.14,0.34,0.38,0.07,0.09,0.11,0.11,0.08,0.19,0.13,0.4,0.38,0.0,0.19,0.33,0.14
12,Trevor Ariza,POR,SF,0.8382838283828383,0.8893224547711953,0.2741863575568435,0.4074074074074076,0.8333333333333334,0.22963294538943593,0.1904580152671756,0.3188736681887367,0.4026465028355387,0.3,0.48,0.57,0.1,0.12,0.14,0.13,0.1,0.3,0.23,0.19,0.67,0.08,0.16,0.14,0.25
13,DJ Augustin,ORL,PG,0.8481848184818482,0.5196878325647392,0.3522068658047258,0.5185185185185185,0.6282051282051282,0.06803939122649956,0.3290076335877863,0.3493150684931507,0.19092627599243855,0.36,0.44,0.48,0.19,0.25,0.34,0.33,0.06,0.1,0.07,0.56,0.29,0.0,0.4,0.12,0.36
14,Deandre Ayton,PHO,C,0.0429042904290429,0.8119900673997872,0.6419973250111457,0.5555555555555555,0.01282051282051282,0.707699194270367,0.4736641221374046,0.40258751902587525,0.33459357277882795,0.6,0.0,0.02,0.94,0.85,0.22,0.24,0.73,0.67,0.7,0.14,0.29,0.36,0.4,0.39,0.54
15,Dwayne Bacon,CHO,SG,0.12871287128712872,0.2664065271372827,0.08203299152920196,0.11111111111111102,0.358974358974359,0.21978513876454792,0.25572519083969464,0.13470319634703198,0.10396975425330814,0.38,0.22,0.3,0.31,0.42,0.15,0.14,0.06,0.31,0.21,0.15,0.29,0.06,0.21,0.29,0.24
16,Lonzo Ball,NOP,PG,0.21782178217821782,0.8439162823696347,0.2929112795363353,0.14814814814814808,0.6923076923076923,0.3102059086839749,0.3061068702290076,0.15525114155251143,0.4102079395085066,0.39,0.42,0.56,0.18,0.23,0.05,0.07,0.22,0.39,0.32,0.69,0.67,0.19,0.58,0.22,0.24
17,Mo Bamba,ORL,C,0.0429042904290429,0.23412557644554804,0.46589389210878285,0.37037037037037057,0.4358974358974359,0.64816472694718,0.2954198473282442,0.20395738203957386,0.31568998109640833,0.39,0.24,0.33,0.4,0.37,0.12,0.18,0.67,0.64,0.66,0.1,0.19,0.92,0.33,0.67,0.3
18,JJ Barea,DAL,PG,0.49174917491749176,0.4583185526782546,0.46589389210878285,0.3333333333333335,0.5128205128205129,0.13876454789615042,0.5919847328244275,0.27549467275494677,0.14744801512287334,0.66,0.48,0.56,0.42,0.5,0.18,0.18,0.06,0.19,0.13,0.81,0.19,0.0,0.58,0.12,0.48
19,Harrison Barnes,SAC,PF,0.9075907590759076,0.8939340191557289,0.36781096745430225,0.4074074074074076,0.3974358974358974,0.24127126230975832,0.4396946564885496,0.33866057838660585,0.3175803402646503,0.54,0.32,0.37,0.46,0.52,0.31,0.3,0.18,0.28,0.23,0.12,0.19,0.06,0.19,0.04,0.45
20,Will Barton,DEN,SF,0.7524752475247525,0.7772259666548421,0.4141774409273295,0.37037037037037057,0.48717948717948717,0.29498657117278426,0.4389312977099237,0.3584474885844749,0.3119092627599244,0.54,0.38,0.46,0.4,0.45,0.26,0.27,0.18,0.36,0.29,0.33,0.38,0.17,0.35,0.16,0.43
21,Nicolas Batum,CHO,SF,0.6996699669966997,0.8400141894288753,0.3615693267944717,0.37037037037037057,0.6025641025641025,0.28290062667860344,0.3240458015267175,0.2914764079147641,0.4310018903591683,0.37,0.36,0.44,0.24,0.28,0.2,0.2,0.14,0.37,0.28,0.49,0.38,0.17,0.47,0.06,0.3
22,Aron Baynes,PHO,C,0.7722772277227723,0.3050727208229868,0.3771734284440482,0.4074074074074076,0.14102564102564102,0.5720680393912265,0.2763358778625954,0.26636225266362257,0.32892249527410206,0.34,0.12,0.15,0.46,0.48,0.23,0.23,0.63,0.52,0.57,0.12,0.05,0.36,0.33,0.73,0.3
23,Kent Bazemore,SAC,SF-SG,0.8316831683168316,0.6335579992905285,0.2764155149353545,0.2962962962962964,0.5384615384615384,0.23813786929274844,0.4129770992366412,0.13926940639269408,0.4347826086956522,0.48,0.38,0.48,0.31,0.38,0.25,0.27,0.1,0.33,0.24,0.27,0.71,0.22,0.47,0.39,0.37
24,Bradley Beal,WAS,SG,0.8481848184818482,0.9503369989357929,0.6116807846633971,0.5185185185185185,0.47435897435897434,0.14950760966875562,0.7110687022900763,0.528158295281583,0.3251417769376182,0.84,0.54,0.61,0.62,0.65,0.44,0.46,0.12,0.18,0.14,0.4,0.43,0.11,0.47,0.18,0.73
25,Malik Beasley,MIN,SG,0.40924092409240925,0.31784320681092587,0.2759696834596522,0.4074074074074076,0.641025641025641,0.14234556848701882,0.3564885496183206,0.24353120243531207,0.1720226843100189,0.55,0.58,0.64,0.3,0.32,0.1,0.11,0.08,0.19,0.14,0.14,0.33,0.06,0.21,0.18,0.44
26,Marco Belinelli,SAS,SG,0.8646864686468647,0.5012415750266052,0.27240303165403473,0.4074074074074076,0.6666666666666666,0.08952551477170996,0.37519083969465644,0.2473363774733638,0.1550094517958412,0.49,0.5,0.59,0.24,0.3,0.25,0.23,0.02,0.15,0.08,0.21,0.24,0.06,0.21,0.1,0.41
27,Jordan Bell,MEM,C-PF,0.19141914191419143,0.12593118126995384,0.4039233169861792,0.5185185185185185,0.05128205128205128,0.4883616830796777,0.17557251908396945,0.22450532724505332,0.21550094517958415,0.2,0.0,0.03,0.46,0.42,0.14,0.18,0.49,0.47,0.5,0.33,0.43,0.67,0.37,0.43,0.22
28,DeAndre' Bembry,ATL,SG,0.3069306930693069,0.3884356154664774,0.1671868033883192,0.22222222222222224,0.3333333333333333,0.2739480752014324,0.24236641221374053,0.11035007610350078,0.22117202268431005,0.32,0.14,0.24,0.35,0.37,0.11,0.16,0.18,0.36,0.29,0.29,0.76,0.19,0.49,0.37,0.22
29,Dragan Bender,GSW,SF,0.30033003300330036,0.411493437389145,0.0731163620151583,0.2592592592592593,0.7692307692307692,0.33034914950760963,0.15076335877862593,0.12404870624048708,0.11909262759924386,0.22,0.36,0.47,0.09,0.11,0.07,0.07,0.18,0.41,0.34,0.16,0.1,0.31,0.35,0.43,0.15
30,Davis Bertans,WAS,PF,0.5874587458745875,0.36076622915927625,0.3499777084262149,0.6296296296296297,0.9358974358974358,0.220680393912265,0.25648854961832057,0.3143074581430746,0.2457466918714556,0.39,0.74,0.76,0.05,0.07,0.14,0.13,0.12,0.3,0.23,0.14,0.24,0.22,0.16,0.33,0.38
31,Patrick Beverley,LAC,PG,0.6006600660066007,0.7087619723306137,0.294694605439144,0.4074074074074076,0.717948717948718,0.2708146821844225,0.1633587786259542,0.3554033485540335,0.3686200378071834,0.25,0.4,0.45,0.1,0.15,0.11,0.1,0.24,0.31,0.28,0.41,0.57,0.14,0.26,0.55,0.21
32,Khem Birch,ORL,C,0.14521452145214522,0.24228449804895352,0.439589835042354,0.5925925925925926,0.0,0.5429722470904207,0.10801526717557253,0.2671232876712329,0.17958412098298676,0.1,0.0,0.0,0.36,0.34,0.28,0.36,0.75,0.43,0.54,0.14,0.29,0.33,0.16,0.47,0.18
33,Bismack Biyombo,CHO,C,0.8448844884488449,0.39517559418233417,0.3687026304057066,0.48148148148148134,0.0,0.6624888093106536,0.1530534351145038,0.27397260273972607,0.3742911153119093,0.11,0.0,0.0,0.36,0.35,0.28,0.38,0.65,0.64,0.67,0.06,0.05,0.61,0.28,0.55,0.19
34,Nemanja Bjelica,SAC,PF,0.8085808580858086,0.47250798155374246,0.33036112349531876,0.5185185185185185,0.6282051282051282,0.40644583706356313,0.22290076335877862,0.31354642313546427,0.2684310018903592,0.32,0.4,0.44,0.24,0.24,0.11,0.11,0.35,0.43,0.4,0.24,0.43,0.19,0.28,0.53,0.29
35,Eric Bledsoe,MIL,PG,0.7062706270627063,0.7832564739269243,0.6000891662951405,0.48148148148148134,0.4230769230769231,0.20948970456580124,0.599236641221374,0.4124809741248098,0.4858223062381853,0.65,0.36,0.46,0.55,0.57,0.44,0.47,0.14,0.26,0.21,0.61,0.71,0.17,0.65,0.25,0.59
36,Bogdan Bogdanovic,SAC,SG,0.37293729372937295,0.698474636395885,0.3673651359786001,0.4074074074074076,0.6025641025641025,0.14145031333930172,0.4473282442748091,0.2838660578386606,0.2570888468809074,0.57,0.52,0.61,0.32,0.38,0.18,0.18,0.08,0.2,0.14,0.39,0.48,0.08,0.35,0.25,0.45
37,Bojan Bogdanovic,UTA,SF,0.9504950495049505,0.7445902802412202,0.3557735176103433,0.5555555555555555,0.5641025641025641,0.16875559534467324,0.45496183206106866,0.34474885844748865,0.2627599243856333,0.53,0.48,0.54,0.36,0.38,0.33,0.31,0.08,0.23,0.16,0.13,0.19,0.03,0.37,0.14,0.51
38,Devin Booker,PHO,SG,0.8118811881188119,0.8875487761617594,0.48595630851538113,0.4444444444444447,0.41025641025641024,0.12578334825425247,0.7358778625954199,0.36605783866057845,0.16068052930056712,0.81,0.42,0.51,0.64,0.7,0.59,0.56,0.06,0.17,0.12,0.45,0.29,0.08,0.7,0.37,0.73
39,Avery Bradley,LAL,SG,0.636963696369637,0.7910606598084426,0.2211324119482836,0.2962962962962964,0.5,0.12309758281110118,0.367175572519084,0.19178082191780824,0.3270321361058601,0.52,0.4,0.46,0.37,0.43,0.1,0.09,0.12,0.15,0.12,0.16,0.48,0.06,0.3,0.25,0.37
40,Corey Brewer,SAC,SG,0.5808580858085809,0.31003902092940755,0.17967008470798043,0.22222222222222224,0.4615384615384615,0.18218442256042974,0.20954198473282445,0.16666666666666669,0.17580340264650282,0.3,0.2,0.33,0.27,0.3,0.18,0.21,0.16,0.2,0.17,0.16,0.86,0.11,0.23,0.51,0.22
41,Mikal Bridges,PHO,SF,0.19471947194719472,0.7197587797091166,0.26125724476148016,0.5555555555555555,0.6153846153846153,0.17099373321396596,0.10610687022900761,0.3181126331811263,0.3440453686200378,0.19,0.28,0.36,0.18,0.16,0.15,0.13,0.16,0.19,0.17,0.18,0.76,0.17,0.14,0.29,0.2
42,Miles Bridges,CHO,SF,0.1617161716171617,0.6023412557644555,0.29959875167186806,0.37037037037037057,0.5,0.3155774395702775,0.29160305343511456,0.22907153729071542,0.28544423440453687,0.43,0.32,0.42,0.34,0.36,0.15,0.14,0.27,0.36,0.31,0.13,0.33,0.28,0.21,0.2,0.32
43,Malcolm Brogdon,IND,PG,0.47854785478547857,0.7172756296559063,0.4569772625947392,0.48148148148148134,0.3974358974358974,0.188898836168308,0.4213740458015267,0.3759512937595129,0.32136105860113423,0.51,0.32,0.37,0.46,0.49,0.25,0.23,0.16,0.23,0.19,0.49,0.38,0.08,0.37,0.2,0.44
44,Dillon Brooks,MEM,SG,0.25412541254125415,0.6818020574671869,0.1903700401248328,0.2962962962962964,0.4615384615384615,0.13607878245299912,0.45496183206106866,0.14840182648401828,0.2514177693761815,0.57,0.38,0.46,0.4,0.49,0.23,0.24,0.14,0.15,0.13,0.15,0.33,0.11,0.33,0.55,0.42
45,Bruce Brown,DET,SG,0.1188118811881188,0.5278467541681446,0.1413285777975925,0.18518518518518517,0.3333333333333333,0.22515666965085046,0.14580152671755728,0.17884322678843229,0.30434782608695654,0.21,0.12,0.19,0.25,0.3,0.14,0.16,0.2,0.26,0.23,0.31,0.43,0.22,0.28,0.51,0.15
46,Jaylen Brown,BOS,SF,0.6039603960396039,0.6324937921248669,0.330806954971021,0.4444444444444447,0.4487179487179487,0.2708146821844225,0.44580152671755724,0.23896499238964997,0.45935727788279773,0.54,0.38,0.45,0.46,0.46,0.26,0.34,0.2,0.33,0.28,0.12,0.43,0.11,0.37,0.37,0.47
47,Sterling Brown,MIL,SF,0.22442244224422442,0.2564739269244413,0.17521176995095852,0.2962962962962964,0.6153846153846153,0.3316920322291853,0.21832061068702294,0.16894977168949774,0.2457466918714556,0.33,0.36,0.46,0.21,0.23,0.09,0.08,0.18,0.44,0.34,0.16,0.38,0.14,0.26,0.35,0.24
48,Troy Brown,WAS,SG,0.08250825082508251,0.4356154664774743,0.29647793134195277,0.2592592592592593,0.37179487179487175,0.36884512085944493,0.2893129770992366,0.22298325722983262,0.18147448015122872,0.43,0.24,0.3,0.39,0.44,0.2,0.2,0.27,0.43,0.38,0.3,0.62,0.06,0.26,0.27,0.31
49,Jalen Brunson,DAL,PG,0.11221122112211221,0.4122029088329195,0.3473027195720018,0.4074074074074076,0.41025641025641024,0.14145031333930172,0.3820610687022901,0.27701674277016747,0.17391304347826086,0.48,0.28,0.36,0.45,0.46,0.19,0.21,0.1,0.2,0.14,0.52,0.29,0.06,0.37,0.25,0.39
50,Thomas Bryant,WAS,C,0.12211221122112212,0.42319971621142244,0.6174765938475257,0.7407407407407409,0.30769230769230765,0.5707251566696508,0.3129770992366412,0.4185692541856926,0.20604914933837432,0.44,0.18,0.23,0.68,0.52,0.26,0.29,0.51,0.61,0.59,0.19,0.19,0.44,0.26,0.35,0.49
51,Reggie Bullock,NYK,SG,0.4158415841584158,0.5285562256119191,0.2532322781988408,0.48148148148148134,0.7307692307692307,0.12891674127126232,0.1916030534351145,0.2579908675799087,0.17013232514177695,0.35,0.5,0.55,0.15,0.19,0.09,0.06,0.08,0.16,0.11,0.16,0.29,0.06,0.14,0.12,0.29
52,Trey Burke,DAL,PG,0.5016501650165016,0.3426747073430294,0.4083816317432011,0.3333333333333335,0.41025641025641024,0.0702775290957923,0.5118320610687023,0.22222222222222224,0.11531190926275992,0.68,0.4,0.47,0.51,0.59,0.19,0.2,0.08,0.09,0.06,0.48,0.33,0.06,0.35,0.16,0.5
53,Alec Burks,PHI,SG,0.5643564356435643,0.44838595246541324,0.34685688809629966,0.3333333333333335,0.4358974358974359,0.2811101163831692,0.4778625954198473,0.20167427701674281,0.1833648393194707,0.55,0.38,0.43,0.37,0.49,0.41,0.42,0.14,0.35,0.27,0.25,0.43,0.08,0.33,0.25,0.46
54,Jimmy Butler,MIA,SF,0.7557755775577558,0.9641716920893932,0.7525635309852875,0.5185185185185185,0.25641025641025644,0.25738585496866606,0.5729007633587787,0.6841704718417048,0.5141776937618148,0.6,0.2,0.26,0.6,0.67,0.7,0.71,0.27,0.26,0.26,0.44,0.71,0.14,0.33,0.04,0.61
55,Kentavious Caldwell-Pope,LAL,SG,0.9273927392739274,0.7882227740333451,0.2924654480606331,0.4074074074074076,0.6282051282051282,0.1284691136974038,0.2984732824427481,0.33409436834094375,0.45746691871455575,0.43,0.42,0.51,0.26,0.28,0.22,0.21,0.12,0.17,0.13,0.15,0.52,0.06,0.19,0.14,0.35
56,Clint Capela,HOU,C,0.7458745874587459,0.6449095423909187,0.7061970575122604,0.6666666666666667,0.0,0.7690241718889883,0.32061068702290074,0.5197869101978692,0.5330812854442345,0.38,0.0,0.0,0.77,0.64,0.23,0.36,0.86,0.72,0.79,0.06,0.29,0.56,0.3,0.41,0.44
57,DeMarre Carroll,HOU,SF-PF,0.5478547854785478,0.625399077687123,0.28176549264378065,0.3333333333333335,0.6666666666666666,0.3178155774395703,0.3091603053435115,0.27473363774733645,0.32136105860113423,0.4,0.44,0.54,0.19,0.25,0.28,0.31,0.25,0.36,0.32,0.12,0.43,0.11,0.21,0.27,0.34
58,Vince Carter,ATL,SF,0.7623762376237624,0.3540262504434197,0.22514489522960324,0.3333333333333335,0.782051282051282,0.2103849597135183,0.25190839694656497,0.22298325722983262,0.20982986767485823,0.36,0.5,0.59,0.1,0.17,0.15,0.13,0.12,0.27,0.21,0.16,0.43,0.22,0.16,0.41,0.27
59,Michael Carter-Williams,ORL,SG,0.42244224422442245,0.41752394466122733,0.3013820775746768,0.14814814814814808,0.28205128205128205,0.28066248880931066,0.37519083969465644,0.14535768645357688,0.24196597353497165,0.39,0.1,0.2,0.37,0.49,0.3,0.31,0.24,0.32,0.28,0.49,0.71,0.31,0.51,0.49,0.27
60,Alex Caruso,LAL,PG,0.09900990099009901,0.3377084072366087,0.21711992866696395,0.3333333333333335,0.48717948717948717,0.13160250671441362,0.18740458015267178,0.18417047184170474,0.24763705103969755,0.23,0.24,0.3,0.19,0.25,0.22,0.24,0.12,0.17,0.13,0.38,0.71,0.17,0.4,0.35,0.22
61,Willie Cauley-Stein,DAL,C,0.834983498349835,0.5313941113870166,0.49308961212661606,0.48148148148148134,0.01282051282051282,0.5174574753804835,0.30267175572519084,0.32191780821917815,0.37240075614366736,0.38,0.0,0.02,0.65,0.63,0.23,0.31,0.51,0.52,0.52,0.19,0.52,0.33,0.23,0.45,0.35
62,Tyson Chandler,HOU,C,0.4752475247524752,0.4618659098971266,0.34908604547481054,0.777777777777778,0.0,0.7305282005371531,0.026335877862595402,0.2884322678843227,0.22684310018903595,0.03,0.0,0.0,0.32,0.26,0.22,0.27,0.75,0.75,0.77,0.06,0.24,0.22,0.3,0.45,0.14
63,Wilson Chandler,BRK,SF,0.44554455445544555,0.6903157147924796,0.22692822113241196,0.37037037037037057,0.5897435897435898,0.32676812891674123,0.2404580152671756,0.27245053272450537,0.20982986767485823,0.37,0.34,0.42,0.29,0.3,0.14,0.13,0.24,0.37,0.32,0.16,0.24,0.14,0.23,0.31,0.29
64,Marquese Chriss,GSW,PF,0.528052805280528,0.3870166725789287,0.3107445385644227,0.3333333333333335,0.41025641025641024,0.4785138764547896,0.365648854961832,0.18264840182648404,0.2514177693761815,0.41,0.22,0.34,0.42,0.42,0.26,0.33,0.43,0.5,0.48,0.13,0.48,0.42,0.44,0.67,0.35
65,Jordan Clarkson,UTA,SG,0.9834983498349835,0.6676126285916991,0.4293357111012038,0.37037037037037057,0.4615384615384615,0.14234556848701882,0.5965648854961831,0.2549467275494673,0.1058601134215501,0.74,0.42,0.54,0.55,0.6,0.25,0.24,0.18,0.15,0.14,0.26,0.43,0.03,0.4,0.14,0.56
66,John Collins,ATL,PF,0.264026402640264,0.7023767293366442,0.6593847525635309,0.7037037037037038,0.20512820512820512,0.6168307967770815,0.433969465648855,0.46803652968036535,0.29678638941398866,0.56,0.18,0.22,0.77,0.65,0.34,0.37,0.69,0.58,0.63,0.13,0.24,0.39,0.4,0.49,0.58
