,Player,final_team,Pos,G,MP,PER,TS%,3PAr,TRB%,USG%,OWS,DWS,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
271,JJ Redick,NOP,SG,0.8679867986798679,0.724015608371763,0.4373606776638431,0.6666666666666667,0.7051282051282052,0.05550581915846015,0.46259541984732827,0.4901065449010655,0.2684310018903592,0.59,0.7,0.7,0.26,0.31,0.35,0.31,0.0,0.11,0.06,0.2,0.14,0.03,0.26,0.14,0.57
272,Josh Richardson,PHI,SG,0.7194719471947195,0.7885775097552323,0.2955862683905484,0.37037037037037057,0.5256410256410255,0.11817367949865712,0.3290076335877863,0.27549467275494677,0.45746691871455575,0.43,0.38,0.45,0.29,0.35,0.19,0.19,0.12,0.14,0.12,0.28,0.48,0.22,0.3,0.29,0.34
273,Austin Rivers,HOU,SG,0.8250825082508251,0.6420716566158211,0.20552831029870708,0.3333333333333335,0.6025641025641025,0.07162041181736796,0.3183206106870229,0.23059360730593612,0.21550094517958415,0.42,0.4,0.5,0.26,0.3,0.17,0.2,0.04,0.11,0.06,0.26,0.38,0.08,0.26,0.33,0.33
274,Andre Roberson,OKC,SG,0.32673267326732675,0.6183043632493792,0.17788675880517166,0.3333333333333335,0.4615384615384615,0.29051029543419876,0.0,0.2549467275494673,0.41398865784499056,0.08,0.14,0.21,0.18,0.15,0.05,0.09,0.31,0.27,0.28,0.06,0.52,0.31,0.07,0.35,0.06
275,Glenn Robinson,PHI,SF,0.49504950495049505,0.37247250798155374,0.24297815425769065,0.37037037037037057,0.4358974358974359,0.2184422560429723,0.19122137404580153,0.21917808219178084,0.1550094517958412,0.31,0.26,0.3,0.29,0.32,0.14,0.13,0.22,0.24,0.22,0.08,0.38,0.11,0.09,0.1,0.25
276,Mitchell Robinson,NYK,C,0.10231023102310231,0.47357218871940393,0.7485510477039679,1.0,0.0,0.5899731423455685,0.11526717557251907,0.49315068493150693,0.41587901701323254,0.18,0.0,0.0,0.6,0.42,0.2,0.3,0.9,0.47,0.62,0.03,0.48,1.0,0.12,0.76,0.32
277,Rajon Rondo,LAL,PG,0.6732673267326733,0.6970556935083362,0.37494427106553724,0.18518518518518517,0.358974358974359,0.2708146821844225,0.31564885496183204,0.22526636225266364,0.39319470699432896,0.35,0.2,0.27,0.32,0.4,0.06,0.08,0.16,0.35,0.28,1.0,0.71,0.03,0.7,0.24,0.22
278,Derrick Rose,DET,PG,0.528052805280528,0.7091167080525008,0.48506464556397677,0.2962962962962964,0.1794871794871795,0.11280214861235452,0.6828244274809161,0.2549467275494673,0.14366729678638943,0.8,0.16,0.23,0.82,0.91,0.34,0.32,0.14,0.14,0.12,0.51,0.24,0.08,0.53,0.0,0.6
279,Terrence Ross,ORL,SG,0.7557755775577558,0.6094359702021993,0.347748551047704,0.4074074074074076,0.7051282051282052,0.14905998209489707,0.4259541984732825,0.26484018264840187,0.3459357277882798,0.58,0.58,0.7,0.26,0.3,0.17,0.15,0.04,0.22,0.14,0.1,0.52,0.17,0.19,0.16,0.45
280,Terry Rozier,CHO,PG,0.7887788778877888,0.5037247250798155,0.2893446277307178,0.18518518518518517,0.5769230769230769,0.27842435094001783,0.3774809160305344,0.2382039573820396,0.3799621928166351,0.52,0.48,0.57,0.24,0.35,0.18,0.18,0.16,0.33,0.26,0.37,0.48,0.08,0.28,0.14,0.37
281,Ricky Rubio,PHO,PG,0.8745874587458746,0.7761617594891805,0.45296477931341955,0.3333333333333335,0.41025641025641024,0.21665174574753804,0.401145038167939,0.3652968036529681,0.4933837429111531,0.38,0.24,0.32,0.29,0.38,0.39,0.37,0.1,0.27,0.2,0.86,0.81,0.03,0.6,0.33,0.33
282,D'Angelo Russell,MIN,PG,0.7293729372937293,0.7289819084781838,0.4618814088274632,0.2962962962962964,0.5512820512820512,0.16965085049239034,0.7248091603053435,0.19939117199391174,0.2514177693761815,0.84,0.6,0.71,0.5,0.58,0.27,0.3,0.1,0.22,0.17,0.61,0.52,0.06,0.72,0.2,0.63
283,Domantas Sabonis,IND,PF,0.6435643564356436,0.6058886129833273,0.4645563976816764,0.4444444444444447,0.16666666666666666,0.6110116383169203,0.42709923664122146,0.33637747336377477,0.5141776937618148,0.46,0.08,0.12,0.65,0.64,0.32,0.36,0.51,0.67,0.63,0.31,0.24,0.17,0.51,0.53,0.44
284,JaKarr Sampson,IND,SF,0.12211221122112212,0.25966654842142606,0.2144449398127508,0.4074074074074076,0.21794871794871795,0.3178155774395703,0.21832061068702294,0.16286149162861494,0.09640831758034027,0.27,0.1,0.16,0.4,0.4,0.2,0.26,0.27,0.34,0.31,0.07,0.29,0.31,0.26,0.63,0.25
285,Dario Saric,PHO,PF,0.693069306930693,0.6374600922312876,0.35978600089166296,0.4444444444444447,0.5512820512820512,0.4346463742166517,0.4099236641221374,0.2838660578386606,0.3648393194706995,0.51,0.4,0.5,0.35,0.38,0.26,0.25,0.39,0.46,0.43,0.23,0.24,0.08,0.42,0.31,0.42
286,Tomas Satoransky,CHI,PG,0.5907590759075908,0.5253636041149343,0.3205528310298707,0.4444444444444447,0.3846153846153846,0.18845120859444947,0.1729007633587786,0.3523592085235921,0.22873345935727793,0.22,0.22,0.24,0.26,0.28,0.18,0.17,0.24,0.18,0.19,0.58,0.52,0.06,0.35,0.27,0.22
287,Dennis Schroder,OKC,PG,0.9042904290429042,0.7055693508336289,0.429781542576906,0.3333333333333335,0.37179487179487175,0.13876454789615042,0.6851145038167938,0.22831050228310504,0.40453686200378075,0.77,0.36,0.44,0.62,0.72,0.34,0.33,0.08,0.18,0.14,0.58,0.38,0.08,0.65,0.25,0.59
288,Mike Scott,PHI,PF,0.7260726072607261,0.2997516849946789,0.25144895229603215,0.4074074074074076,0.6153846153846153,0.33079677708146826,0.2603053435114504,0.24048706240487067,0.20793950850661627,0.39,0.42,0.48,0.26,0.28,0.09,0.09,0.25,0.37,0.32,0.12,0.14,0.11,0.19,0.39,0.31
289,Thabo Sefolosha,HOU,PF,0.5610561056105611,0.39340191557289816,0.28176549264378065,0.4444444444444447,0.5128205128205129,0.3321396598030439,0.12519083969465647,0.2123287671232877,0.41209829867674863,0.19,0.22,0.27,0.22,0.23,0.11,0.12,0.18,0.41,0.32,0.13,0.81,0.19,0.19,0.2,0.18
290,Collin Sexton,CLE,SG,0.16831683168316833,0.844980489535296,0.35532768613464116,0.37037037037037057,0.30769230769230765,0.09221128021486123,0.6267175572519084,0.22602739726027402,0.0,0.74,0.34,0.36,0.64,0.74,0.34,0.34,0.14,0.1,0.08,0.27,0.24,0.03,0.49,0.22,0.58
291,Landry Shamet,LAC,SG,0.1188118811881188,0.5736076622915927,0.17833259028087384,0.5555555555555555,0.9358974358974358,0.03133393017009849,0.1793893129770992,0.27168949771689505,0.15879017013232513,0.31,0.62,0.66,0.02,0.05,0.15,0.13,0.02,0.08,0.03,0.16,0.14,0.08,0.12,0.35,0.29
292,Iman Shumpert,BRK,SG,0.40594059405940597,0.5498403689251508,0.11145786892554614,0.22222222222222224,0.6923076923076923,0.18128916741271264,0.1583969465648855,0.17732115677321159,0.2381852551984877,0.24,0.32,0.44,0.11,0.15,0.08,0.08,0.12,0.23,0.17,0.18,0.52,0.11,0.23,0.31,0.16
293,Pascal Siakam,TOR,PF,0.594059405940594,0.6239801347995743,0.4427106553722693,0.48148148148148134,0.28205128205128205,0.38809310653536255,0.3702290076335878,0.36834094368340947,0.5482041587901701,0.52,0.24,0.31,0.57,0.54,0.28,0.3,0.29,0.45,0.39,0.26,0.38,0.28,0.37,0.39,0.47
294,Ben Simmons,PHI,PG,0.39933993399339934,0.9169918410783965,0.6321890325456977,0.5185185185185185,0.01282051282051282,0.446284691136974,0.46564885496183206,0.482496194824962,0.773156899810964,0.44,0.0,0.01,0.74,0.7,0.31,0.45,0.37,0.5,0.46,0.79,0.71,0.22,0.74,0.29,0.45
295,Marcus Smart,BOS,SG,0.7854785478547854,0.7399787158566867,0.28221132411948285,0.2592592592592593,0.6666666666666666,0.16204118173679502,0.30496183206106864,0.23135464231354644,0.5349716446124764,0.36,0.36,0.5,0.15,0.23,0.25,0.25,0.18,0.17,0.16,0.47,0.81,0.14,0.4,0.35,0.27
296,Dennis Smith,NYK,PG,0.19801980198019803,0.6300106420716565,0.24609897458760588,0.11111111111111102,0.3974358974358974,0.1593554162936437,0.6324427480916031,0.03957382039573821,0.224952741020794,0.69,0.32,0.47,0.48,0.62,0.23,0.3,0.16,0.18,0.16,0.57,0.57,0.11,0.72,0.31,0.45
297,Ish Smith,WAS,PG,0.8844884488448845,0.6030507272082298,0.37494427106553724,0.18518518518518517,0.23076923076923075,0.16025067144136082,0.42748091603053434,0.23744292237442927,0.27788279773156904,0.56,0.16,0.23,0.55,0.64,0.15,0.15,0.08,0.22,0.16,0.66,0.38,0.11,0.37,0.2,0.36
298,JR Smith,LAL,SG,0.3927392739273927,0.7045051436679673,0.16139099420419087,0.2962962962962964,0.8205128205128205,0.10340196956132498,0.23129770992366414,0.25875190258751907,0.2816635160680529,0.36,0.54,0.62,0.09,0.14,0.03,0.03,0.06,0.14,0.09,0.15,0.38,0.08,0.12,0.27,0.25
299,Tony Snell,DET,SF,0.8448844884488449,0.5693508336289465,0.13909942041908163,0.48148148148148134,0.7692307692307692,0.11548791405550585,0.09389312977099233,0.26788432267884327,0.2173913043478261,0.19,0.42,0.44,0.06,0.09,0.05,0.03,0.02,0.17,0.1,0.12,0.19,0.11,0.09,0.16,0.17
300,Jayson Tatum,BOS,PF,0.42574257425742573,0.8275984391628236,0.4814979937583594,0.48148148148148134,0.41025641025641024,0.3124440465532677,0.5122137404580153,0.3554033485540335,0.7183364839319472,0.63,0.4,0.44,0.5,0.56,0.34,0.35,0.14,0.42,0.32,0.19,0.52,0.25,0.33,0.2,0.54
301,Jeff Teague,ATL,PG,0.7788778877887789,0.7623270663355799,0.4913062862238074,0.4074074074074076,0.34615384615384615,0.11145926589077887,0.4717557251908397,0.40334855403348563,0.3440453686200378,0.47,0.26,0.3,0.41,0.5,0.43,0.42,0.06,0.16,0.1,0.77,0.52,0.11,0.58,0.22,0.43
302,Garrett Temple,BRK,SG,0.8283828382838284,0.6257538134090103,0.17432010699955416,0.3333333333333335,0.6794871794871795,0.13249776186213072,0.1935114503816794,0.2062404870624049,0.27599243856332706,0.28,0.38,0.47,0.12,0.17,0.12,0.13,0.08,0.17,0.12,0.22,0.52,0.17,0.21,0.35,0.21
303,Daniel Theis,BOS,C,0.3234323432343234,0.3228095069173465,0.4939812750780206,0.6666666666666667,0.30769230769230765,0.5152193375111906,0.21259541984732827,0.36073059360730597,0.38374291115311904,0.27,0.16,0.19,0.45,0.36,0.22,0.23,0.61,0.47,0.53,0.19,0.33,0.5,0.21,0.84,0.31
304,Isaiah Thomas,WAS,PG,0.48184818481848185,0.7516849946789642,0.6063308069549711,0.4444444444444447,0.5256410256410255,0.06222023276633841,0.7767175572519085,0.6050228310502284,0.27599243856332706,0.84,0.56,0.66,0.55,0.62,0.68,0.66,0.08,0.09,0.06,0.59,0.33,0.03,0.63,0.2,0.78
305,Lance Thomas,BRK,SF,0.44554455445544555,0.3926924441291238,0.07846633972358452,0.2962962962962964,0.5,0.1754700089525515,0.1377862595419847,0.19482496194824964,0.1058601134215501,0.21,0.26,0.29,0.16,0.23,0.17,0.14,0.18,0.19,0.17,0.06,0.19,0.06,0.19,0.37,0.17
306,Tristan Thompson,CLE,C,0.7161716171617162,0.6732884001418943,0.44315648684797143,0.5185185185185185,0.01282051282051282,0.6826320501342883,0.15725190839694653,0.439117199391172,0.3534971644612477,0.19,0.0,0.01,0.45,0.42,0.19,0.28,0.84,0.56,0.67,0.09,0.19,0.25,0.19,0.29,0.22
307,Sindarius Thornwell,NOP,SG,0.1419141914191419,0.0830081589216034,0.04369148461881411,0.22222222222222224,0.358974358974359,0.17860340196956132,0.08206106870229009,0.15296803652968038,0.1342155009451796,0.09,0.14,0.17,0.15,0.2,0.19,0.24,0.16,0.21,0.18,0.13,0.67,0.19,0.28,0.51,0.11
308,Anthony Tolliver,MEM,PF,0.7920792079207921,0.3880808797445903,0.19572001783325907,0.5185185185185185,1.0,0.2560429722470904,0.12786259541984732,0.28462709284627097,0.19092627599243855,0.21,0.52,0.6,0.0,0.0,0.14,0.13,0.18,0.3,0.26,0.1,0.19,0.17,0.14,0.27,0.22
309,Karl-Anthony Towns,MIN,C,0.8646864686468647,0.9187655196878326,0.8519839500668747,0.6666666666666667,0.28205128205128205,0.7273948075201433,0.634351145038168,0.7587519025875191,0.5633270321361058,0.7,0.3,0.33,0.79,0.74,0.45,0.46,0.59,0.73,0.7,0.23,0.24,0.44,0.49,0.41,0.71
310,PJ Tucker,HOU,PF,1.0,0.7949627527492018,0.15693267944716896,0.3333333333333335,0.7435897435897435,0.34109221128021483,0.034351145038167955,0.26484018264840187,0.45368620037807184,0.11,0.3,0.36,0.04,0.07,0.07,0.06,0.29,0.36,0.34,0.09,0.57,0.14,0.16,0.33,0.09
311,Evan Turner,ATL,PG,0.7293729372937293,0.5743171337353672,0.2420864913062862,0.22222222222222224,0.20512820512820512,0.2520143240823634,0.2851145038167939,0.19558599695586001,0.3761814744801512,0.34,0.08,0.15,0.41,0.48,0.18,0.17,0.1,0.34,0.26,0.42,0.33,0.11,0.42,0.22,0.24
312,Myles Turner,IND,C,0.8118811881188119,0.7041504079460801,0.48551047703967903,0.4444444444444447,0.2692307692307692,0.44717994628469115,0.3816793893129771,0.3264840182648402,0.6370510396975425,0.45,0.2,0.23,0.51,0.52,0.28,0.31,0.31,0.5,0.44,0.08,0.29,0.75,0.28,0.43,0.41
313,Jonas Valanciunas,MEM,C,0.7920792079207921,0.5739623980134799,0.7235844850646456,0.6666666666666667,0.08974358974358974,0.8111011638316921,0.47633587786259546,0.4703196347031964,0.502835538752363,0.52,0.06,0.08,0.81,0.73,0.36,0.39,0.73,0.81,0.8,0.09,0.14,0.42,0.42,0.49,0.54
314,Denzel Valentine,CHI,SF,0.24422442244224424,0.44200070947144376,0.21176995095853768,0.2592592592592593,0.7692307692307692,0.27170993733213966,0.3190839694656488,0.17960426179604266,0.24196597353497165,0.44,0.52,0.63,0.16,0.22,0.02,0.03,0.1,0.39,0.28,0.3,0.43,0.06,0.28,0.37,0.29
315,Fred VanVleet,TOR,PG,0.44554455445544555,0.5441645973749556,0.38296923762817653,0.3333333333333335,0.5769230769230769,0.14279319606087734,0.38015267175572526,0.3264840182648402,0.3913043478260869,0.49,0.48,0.56,0.24,0.33,0.24,0.23,0.06,0.19,0.12,0.57,0.57,0.14,0.35,0.25,0.39
316,Noah Vonleh,DEN,C-PF,0.7062706270627063,0.31855267825470024,0.2634864021399911,0.3333333333333335,0.23076923076923075,0.598478066248881,0.15458015267175576,0.20243531202435314,0.223062381852552,0.19,0.12,0.17,0.3,0.32,0.18,0.21,0.53,0.63,0.61,0.09,0.24,0.22,0.26,0.49,0.18
317,Nikola Vucevic,ORL,C,0.801980198019802,0.7864490954239091,0.6990637539010254,0.37037037037037057,0.1923076923076923,0.684870188003581,0.6354961832061068,0.37671232876712335,0.6181474480151229,0.8,0.18,0.24,0.88,0.9,0.2,0.22,0.51,0.77,0.7,0.33,0.38,0.33,0.37,0.25,0.6
318,Dion Waiters,LAL,SG,0.3696369636963696,0.6881873004611564,0.2358448506464557,0.22222222222222224,0.5256410256410255,0.1060877350044763,0.4622137404580153,0.16514459665144599,0.27599243856332706,0.57,0.44,0.51,0.35,0.44,0.17,0.2,0.04,0.16,0.1,0.31,0.43,0.11,0.42,0.22,0.39
319,Kemba Walker,BOS,PG,0.9306930693069307,0.9159276339127349,0.6691930450289791,0.4444444444444447,0.5512820512820512,0.14279319606087734,0.716793893129771,0.5958904109589042,0.46502835538752363,0.82,0.6,0.7,0.49,0.57,0.48,0.48,0.08,0.2,0.14,0.52,0.48,0.11,0.42,0.04,0.71
320,Tyrone Wallace,ATL,SG,0.033003300330033,0.24760553387726145,0.06865804725813643,0.07407407407407415,0.1794871794871795,0.2148612354521039,0.30877862595419847,0.12557077625570778,0.10964083175803402,0.35,0.04,0.14,0.41,0.5,0.23,0.27,0.14,0.23,0.21,0.22,0.43,0.14,0.37,0.49,0.24
321,Taurean Prince,BRK,SF,0.07590759075907591,0.7155019510464703,0.19884083816317435,0.3333333333333335,0.717948717948718,0.256490599820949,0.3938931297709924,0.11872146118721463,0.31379962192816635,0.54,0.58,0.69,0.22,0.28,0.17,0.15,0.12,0.38,0.28,0.19,0.38,0.14,0.44,0.33,0.4
322,Brad Wanamaker,BOS,PG,0.036303630363036306,0.2667612628591699,0.3285777975925101,0.5185185185185185,0.3974358974358974,0.12533572068039392,0.24351145038167935,0.26636225266362257,0.27032136105860116,0.28,0.22,0.25,0.29,0.32,0.33,0.28,0.06,0.18,0.12,0.44,0.62,0.06,0.35,0.43,0.29
323,TJ Warren,IND,SF,0.6336633663366337,0.7857396239801347,0.48551047703967903,0.4444444444444447,0.21794871794871795,0.2139659803043867,0.4740458015267175,0.36681887366818877,0.24763705103969755,0.66,0.18,0.23,0.75,0.75,0.26,0.27,0.27,0.19,0.21,0.08,0.48,0.19,0.19,0.29,0.55
324,Russell Westbrook,HOU,PG,0.9075907590759076,0.9560127704859879,0.8653588943379402,0.3333333333333335,0.30769230769230765,0.5152193375111906,0.9534351145038168,0.601978691019787,0.8147448015122872,1.0,0.3,0.45,0.85,0.95,0.65,0.71,0.29,0.62,0.53,0.97,0.71,0.08,1.0,0.27,0.82
325,Derrick White,SAS,SG,0.1848184818481848,0.5264278112805959,0.43290236290682127,0.5185185185185185,0.4230769230769231,0.21262309758281112,0.31755725190839695,0.3249619482496195,0.2741020793950851,0.37,0.28,0.32,0.36,0.38,0.3,0.3,0.12,0.27,0.21,0.47,0.43,0.31,0.35,0.33,0.36
326,Hassan Whiteside,POR,C,0.8151815181518152,0.7006030507272082,0.8123049487293803,0.5925925925925926,0.01282051282051282,0.9525514771709938,0.4694656488549619,0.4604261796042619,0.8166351606805292,0.49,0.0,0.01,0.84,0.75,0.32,0.44,0.86,0.97,0.96,0.03,0.24,0.89,0.4,0.43,0.51
327,Andrew Wiggins,GSW,SF-SG,0.9108910891089109,0.9648811635331678,0.4003566651805618,0.2962962962962964,0.30769230769230765,0.16606982990152194,0.6328244274809159,0.2762557077625571,0.21928166351606806,0.73,0.26,0.35,0.65,0.74,0.41,0.47,0.2,0.16,0.15,0.18,0.33,0.17,0.37,0.14,0.58
328,Lou Williams,LAC,SG,0.8943894389438944,0.6991841078396595,0.6148016049933125,0.48148148148148134,0.48717948717948717,0.09489704565801256,0.7248091603053435,0.4596651445966515,0.20793950850661627,0.76,0.46,0.57,0.51,0.61,0.72,0.71,0.08,0.13,0.09,0.49,0.38,0.08,0.6,0.06,0.72
329,Marvin Williams,MIL,PF,0.8976897689768977,0.6534231997162113,0.35131520285332146,0.48148148148148134,0.6923076923076923,0.3428827215756491,0.2114503816793893,0.36377473363774737,0.4215500945179584,0.32,0.42,0.5,0.18,0.2,0.16,0.14,0.25,0.42,0.35,0.1,0.38,0.25,0.09,0.18,0.29
330,DJ Wilson,MIL,PF,0.036303630363036306,0.13550904576090814,0.1622826571555952,0.2962962962962964,0.6153846153846153,0.3894359892569382,0.2209923664122137,0.16210045662100458,0.18147448015122872,0.33,0.36,0.49,0.19,0.22,0.1,0.12,0.31,0.56,0.46,0.13,0.14,0.17,0.23,0.41,0.24
331,Justise Winslow,MIA,SF,0.47854785478547857,0.7069882937211777,0.20240748996879185,0.18518518518518517,0.34615384615384615,0.3348254252461952,0.2709923664122138,0.15677321156773213,0.46124763705103966,0.33,0.2,0.25,0.3,0.39,0.14,0.17,0.22,0.39,0.32,0.28,0.38,0.14,0.33,0.35,0.22
332,Christian Wood,DET,PF,0.056105610561056105,0.2731465058531394,0.652251448952296,0.6296296296296297,0.3205128205128205,0.5850492390331244,0.467557251908397,0.31582952815829535,0.18525519848771266,0.52,0.26,0.31,0.64,0.54,0.52,0.61,0.53,0.61,0.59,0.06,0.29,0.44,0.4,0.25,0.6
333,Delon Wright,DAL,SG,0.5775577557755776,0.4029797800638524,0.44137316094516277,0.4074074074074076,0.3846153846153846,0.23545210384959714,0.2820610687022901,0.28767123287671237,0.29111531190926276,0.32,0.22,0.29,0.31,0.36,0.24,0.25,0.25,0.26,0.24,0.47,0.71,0.19,0.3,0.16,0.29
334,Thaddeus Young,CHI,PF,0.9141914191419142,0.7768712309329548,0.42175657601426664,0.37037037037037057,0.24358974358974358,0.40241718889883615,0.33854961832061076,0.30365296803652975,0.5614366729678639,0.44,0.14,0.19,0.56,0.55,0.09,0.12,0.45,0.37,0.39,0.18,0.71,0.14,0.3,0.24,0.33
335,Trae Young,ATL,PG,0.1485148514851485,0.8623625399077687,0.6246098974587607,0.4444444444444447,0.5256410256410255,0.1486123545210385,0.8209923664122138,0.44063926940639275,0.14366729678638943,0.88,0.58,0.7,0.55,0.62,0.69,0.7,0.12,0.2,0.15,0.9,0.38,0.06,0.95,0.1,0.79
336,Cody Zeller,CHO,C,0.5907590759075908,0.5647392692444129,0.49264378065091396,0.5925925925925926,0.06410256410256411,0.5147717099373321,0.2709923664122138,0.37366818873668195,0.3553875236294896,0.28,0.02,0.05,0.52,0.49,0.33,0.38,0.59,0.47,0.52,0.14,0.43,0.33,0.26,0.53,0.33
337,Tyler Zeller,SAS,C,0.29372937293729373,0.16708052500886836,0.40213999108337045,0.4074074074074076,0.05128205128205128,0.5125335720680394,0.3522900763358779,0.2184170471841705,0.1379962192816635,0.41,0.06,0.04,0.61,0.63,0.27,0.29,0.61,0.44,0.5,0.12,0.1,0.31,0.26,0.59,0.37
338,Ante Zizic,CLE,C,0.056105610561056105,0.17523944661227384,0.5604101649576461,0.7407407407407409,0.0,0.5895255147717099,0.32709923664122137,0.2511415525114155,0.0661625708884688,0.36,0.0,0.0,0.66,0.62,0.31,0.37,0.65,0.53,0.58,0.09,0.1,0.31,0.33,0.51,0.4
339,Ivica Zubac,LAC,C,0.38283828382838286,0.2656970556935083,0.5737851092287116,0.5925925925925926,0.01282051282051282,0.6683079677708147,0.3347328244274809,0.3089802130898022,0.23629489603024575,0.4,0.0,0.0,0.71,0.66,0.33,0.35,0.8,0.66,0.72,0.13,0.1,0.5,0.35,0.61,0.43
